Racial profiling is wrong.	Racial profiling works because those stereotypes exist.	counter	(racial profiling; has context; prejudice)(prejudice; has context; wrong)(racial profiling; created by; stereotypes)	(racial profiling; capable of; works)(works; is not a; wrong)(racial profiling; created by; stereotypes)
Bring in show business is financially good for children.	Many child actors struggle with mental health and substance abuse issues from being in the spotlight at at young age.	counter	(child actors; capable of; struggle)(struggle; has context; mental health)(struggle; has context; substance abuse issues)(child actors; part of; show business)(show business; capable of; payment)(payment; not capable of; financially good)	(child actors; receives action; substance abuse issues)(child actors; part of; show business)(children; not desires; substance abuse issues)	(show business; causes; intense scrutiny)(child actors; part of; show business)(intense scrutiny; capable of; poor mental health)(poor mental health; capable of; substance abuse issues)(substance abuse issues; is a; harmful)(substance abuse issues; is not a; worth the money)(harmful; is not a; good)
Babies are humans too and they have right.	Babies are not commodities that can be exchanged, so surrogacy shouldn't be allowed.	support	(babies; is a; people)(people; has context; have right)(surrogacy; has context; exchange babies)(exchange babies; has context; shouldn't be allowed)(have right; used for; shouldn't be allowed)	(babies; is a; people)(people; has context; have right)(babies; is not a; commodities)(people; synonym of; humans)
Multiparty systems are only a representation of minority citizens.	A multi party system involves many political ideas.	counter	(multiparty systems; has context; not include everyone)(not include everyone; has context; only a representation)(multi party system; created by; many political ideas)(many political ideas; not capable of; only a representation)	(multiparty systems; capable of; include everyone)(include everyone; has context; only a representation)(multi party system; created by; many political ideas)(many political ideas; not capable of; only a representation)(multiparty systems; synonym of; multi party system)
People who are vulnerable will be exploited by the trade of organs for money.	People have the right to choose what to do with their bodies.	counter	(vulnerable; capable of; taken advantage of)(taken advantage of; has context; exploited)(bodies; desires; right to choose)(right to choose; not causes; exploited)	(people; desires; right to choose)(bodies; part of; right to choose)(trade of organs; part of; right to choose)	(people; desires; right to choose)(right to choose; has context; with their bodies)(right to choose; has context; trade of organs)(vulnerable; not capable of; taken advantage of)(taken advantage of; synonym of; be exploited)(vulnerable; desires; right to choose)
Abolishing mandatory retirement will benefit society.	Abolishing mandatory retirement will harm the employment chances of the younger workers.	counter	(abolishing mandatory retirement; capable of; harm)(harm; has context; younger workers)(harm; antonym of; benefit society)	(abolishing mandatory retirement; causes; harm)(younger workers; receives action; harm)(harm; not capable of; benefit society)
We should abolish intellectual property rights.	If we abolish intellectual property rights, we remove incentives for people to share knowledge.	counter	(intellectual property rights; has context; unnecessary)(unnecessary; has context; should abolish)(intellectual property rights; causes; share knowledge)(share knowledge; not has context; unnecessary)	(intellectual property rights; causes; share knowledge)(abolish intellectual property; not has subevent; share knowledge)(share knowledge; desires; incentives)	(intellectual property rights; causes; share knowledge)(abolish intellectual property; not has subevent; share knowledge)(share knowledge; desires; incentives)
It is not right to interfere with nature because we are not God.	There may be unexpected results if we tamper with nature.	support	(tamper with nature; synonym of; interfere with nature)(tamper with nature; capable of; unexpected results)(tamper with nature; not desires; not right)	(tamper with nature; synonym of; interfere with nature)(tamper with nature; capable of; unexpected results)(unexpected results; capable of; harm)(unexpected results; capable of; not right)
Cancelling pride parades victimizes marginalized groups.	Cancelling pride parades victimizes marginalized groups by implicitly telling them they are not important.	support	(cancelling pride parades; has context; insulting)(insulting; causes; victimizes)(cancelling pride parades; causes; not important)	(cancelling pride parades; has context; insulting)(insulting; synonym of; victimizes)(insulting; has property; marginalized groups)
Most criminals have specific race so police should be given the authority do racial profile for security.	Crimes can be committed by anyone, a police should never racial profile anyone, it is unfair	counter	(most criminals; has context; similar)(similar; causes; racial profile)(crimes; has property; committed by anyone)(committed by anyone; not desires; racial profile)	(most criminals; is not a; similar)(racial profile; is a; racist)(crimes; capable of; committed by anyone)(committed by anyone; not desires; racial profile)(similar; not part of; committed by anyone)
Practicing  naturopathy is a right. It does not harm anyone and should not be banned	Naturopathy has been around for centuries. There is no reason to ban it as it puts no-one at risk	support	(naturopathy; is a; alternative medicine)(alternative medicine; has context; practicing)(practicing; synonym of; performing)(performing; is a; right)(alternative medicine; not capable of; harm anyone)(alternative medicine; not desires; be banned)(harm anyone; synonym of; no-one at risk)	(naturopathy; is a; alternative medicine)(alternative medicine; is a; right)(naturopathy; is a; around for centuries)(alternative medicine; not capable of; harm anyone)(alternative medicine; not desires; be banned)	(naturopathy; is a; alternative medicine)(alternative medicine; is a; right)(naturopathy; is a; around for centuries)(alternative medicine; not capable of; harm anyone)(alternative medicine; not desires; be banned)
Natural plus green helps heal naturally.	Some healing requires intervention by medical doctors not natural products.	counter	(some healing; receives action; requires intervention)(requires intervention; created by; medical doctors)(medical doctors; not created by; natural products)(natural products; synonym of; natural)(natural products; synonym of; green)(natural; not capable of; helps recover naturally)(green; not capable of; helps recover naturally)	(some healing; receives action; requires intervention)(requires intervention; created by; medical doctors)(medical doctors; not created by; natural products)(natural products; synonym of; natural)(natural products; synonym of; green)	(some healing; receives action; requires intervention)(requires intervention; created by; medical doctors)(medical doctors; not created by; natural products)(natural products; synonym of; natural)(natural products; synonym of; green)
American citizens can decide to engage in election or not	Everyone should vote in other to put good leaders in position	counter	(american citizens; created by; everyone)(everyone; desires; vote in)(vote in; capable of; put good leaders)(put good leaders; has context; in position)(vote in; not capable of; decide not engage)(decide not engage; has subevent; election or not)	(everyone; capable of; engage)(american citizens; part of; everyone)(engage; causes; vote)(vote; causes; good leaders)	(strong democracy; capable of; good leaders)(everyone should vote; causes; strong democracy)(american citizens; part of; democracy)(democracy; created by; engage in election)(engage in election; created by; everyone should vote)
The right is protected by the second amendment.	This right is a little vague and cannot be supported by the second amendment because there isn't enough detail.	counter	(right; not capable of; be supported)(be supported; synonym of; protected by)(be supported; has context; second amendment)	(bear arms; is a; second amendment)(right; has context; bear arms)(bear arms; not capable of; protected)
Celibacy is a way to show your devotion to God.	Since God likes celibacy, being celibate is a way to honor God.	support	(god; receives action; likes)(likes; has context; celibacy)(celibacy; causes; being celibate)(being celibate; capable of; a way)(a way; used for; to honor god)(to honor god; created by; show your faithfulness)(show your faithfulness; has context; to god)	(celibate; used for; devotion to god)(devotion to god; part of; honor god)(celibate; used for; honor god)(celibate; synonym of; celibacy)
The cost of tuition should be lowered.	Private schools are businesses too and should be allowed to make a profit.	counter	(cost of tuition; has context; too high)(too high; has context; should be lowered)(private schools; desires; make a profit)(cost of tuition; causes; make a profit)	(private schools; has context; businesses)(businesses; desires; profit)(tuition; used for; profit)(profit; not desires; lowered)
television is important for the elderly.	Television is much more expensive than other forms of media.	counter	(television; capable of; much more expensive)(elderly; capable of; fixed income)(fixed income; not desires; much more expensive)(fixed income; not desires; television)	(television; capable of; more expensive)(elderly; not desires; more expensive)(other forms; part of; media)(other forms; not capable of; more expensive)	(television; capable of; more expensive)(elderly; not desires; more expensive)(other forms; part of; media)(other forms; not capable of; more expensive)
Gender neutral language increases equality.	Gender neutrality erases the identity of individuals	counter	(gender neutral language; created by; gender neutrality)(gender neutrality; receives action; ignores gender)(ignores gender; capable of; erases)(erases; has context; identity of individuals)(identity of individuals; not causes; transparent)(transparent; not capable of; increases equality)	(gender neutral language; part of; gender neutrality)(gender neutrality; capable of; erases the identity)(erases the identity; not used for; equality)
Economic sanctions can be used to a government's advantage.	Not implementing economic sanctions, can limit a government's ability to hold its adversaries accountable for wrongdoing.	support	(economic sanctions; causes; adversaries accountable)(adversaries accountable; has context; government's advantage)(adversaries accountable; capable of; positive effects)
Safe spaces are a redundant and unnecessary practice.	Some people have no support or guidance and need it to be available for them.	counter	(safe spaces; has property; already exist)(already exist; has context; unnecessary)(some people; has context; no support)(no support; capable of; need it)(need it; not capable of; unnecessary)	(some people; has subevent; no support)(no support; desires; safe spaces)(safe spaces; desires; be available)(be available; not has context; unnecessary)	(safe spaces; capable of; support or guidance)(support or guidance; is not a; unnecessary practice)(support or guidance; is not a; redundant)(safe spaces; desires; be available)
A man or a woman has the right to sell their body for sex.	Bodily autonomy does not extend to selling your body for sex, as that is commerce.	counter	(has a right; has context; bodily autonomy)(bodily autonomy; desires; sell their body)(body for sex; not part of; bodily autonomy)	(sell their body; not part of; bodily autonomy)(body for sex; has context; commerce)(commerce; not part of; bodily autonomy)
There should be no age restrictions on cosmetic surgery.	The American Medical Association recommends age restrictions on cosmetic procedures be lifted.	support	(cosmetic surgery; desires; open to anyone)(open to anyone; has context; no age restrictions)(american medical association; has context; knowledgeable)(american medical association; desires; age restrictions)(american medical association; not desires; open to anyone)	(cosmetic procedures; not desires; age restrictions)(american medical association; not desires; age restrictions)(cosmetic surgery; has context; cosmetic procedures)
Creating awareness of the LGBT community, decreases discrimination.	Normalizing the LGBT community is discrimination against christian followers.	counter	(normalizing; synonym of; creating awareness)(lgbt community; capable of; normalizing)(normalizing; capable of; discrimination)(discrimination; has context; against christian followers)	(lgbt community; capable of; discrimination against christian)(creating awareness; capable of; discrimination against christian)(christian followers; not part of; lgbt community)	(lgbt community; capable of; discrimination against christian)(creating awareness; capable of; discrimination against christian)(christian followers; not part of; lgbt community)
Subsidizing student loans is bad.	Student loans are often the only way that the poor can afford to go to college.	counter	(money; used for; college)(college; is a; good thing)(good thing; antonym of; bad)(poor; not capable of; money)(poor; capable of; subsidizing student loans)(subsidizing student loans; causes; money)	(student loans; used for; go to college)(subsidizing; is a; good)(good; antonym of; bad)(student loans; desires; funding)(funding; capable of; subsidizing)
The sex of a child does not define their value.	The Female sex has more value, in that they are the natural harbingers of life	counter	(female; capable of; bearing children)(bearing children; has property; natural harbingers life)(natural harbingers life; has property; essential society)(essential society; has property; value)(sex; capable of; male)(sex; capable of; female)(male; not capable of; bearing children)	(female; capable of; bearing children)(bearing children; synonym of; harbingers of life)(harbingers of life; has property; essential society)(essential society; has property; more value)(sex; has property; male)(sex; has property; female)(male; not capable of; bearing children)(value; part of; more value)	(female; capable of; bearing children)(bearing children; synonym of; harbingers of life)(harbingers of life; has property; essential society)(essential society; has property; more value)(sex; has property; male)(sex; has property; female)(male; not capable of; bearing children)(value; part of; more value)
Just because a few people are louder than others, laws shouldn't be changed to accommodate them.	If people feel strongly enough to protest loudly, their opinion should be taken into consideration.	counter	(people are louder; has subevent; not special)(not special; has context; laws still apply)(laws still apply; has context; shouldn't be changed)(protest loudly; capable of; taken into consideration)(protest loudly; has context; people are louder)	(protest loudly; desires; louder than others)(louder than others; part of; opinion)(louder than others; desires; taken into consideration)(taken into consideration; has context; accommodate them)
There should not be parades that celebrate homosexuality.	It's unfair for some people to be able to have parades while other ideas aren't as widely celebrated.	support	(parades; not created by; sexuality)(homosexuality; part of; sexuality)(parades for some; capable of; unfair)(parades; not used for; unfair)	(parades; capable of; honor)(honor; synonym of; celebrate)(honor; not desires; homosexuality)(celebrate; is a; unfair)
Journalism is not in need of subsidies.	If journalism was subsidized, Newspapers could keep their level of readership up in the digital age.	counter	(journalism; not desires; money)(subsidies; part of; money)(subsidized; causes; level of readership)(level of readership; has context; important)(subsidies; synonym of; subsidized)	(need of subsidies; causes; readership up)(readership up; part of; digital age)(newspapers; part of; journalism)(newspapers; desires; readership up)	(need of subsidies; causes; readership up)(readership up; part of; digital age)(newspapers; part of; journalism)(newspapers; desires; readership up)
Child actors do not live normal lives.	Strict laws about child actors' obligations and duties actually protect their rights to a normal life.	counter	(child actors; not capable of; conventional lives)(conventional lives; has context; normal lives)(strict laws; capable of; protect their rights)(protect their rights; causes; normal lives)	(child actors; capable of; conventional lives)(conventional lives; synonym of; normal lives)(strict laws; capable of; protect their rights)(protect their rights; has context; normal lives)
Just because a few people are louder than others, laws shouldn't be changed to accommodate them.	A few people can have a big influence	counter	(a few people; capable of; strong voices)(strong voices; capable of; louder than others)(strong voices; not used for; accommodate them)(few people; capable of; big influence)(big influence; causes; accommodate them)	(a few people; capable of; strong voices)(big influence; capable of; drive important changes)(strong voices; causes; get listened to)(get listened to; causes; big influence)(drive important changes; has context; silent majority support)(strong voices; has context; louder than others)	(a few people; capable of; good arguments)(big influence; capable of; drive important changes)(good arguments; causes; get listened to)(get listened to; causes; big influence)(drive important changes; has context; silent majority support)(silent majority support; desires; laws changed)(get listened to; has context; louder than others)
prostitution has been in existence for long and should not be illegal	Most people that are into prostitution are forced into it and it should not be allowed	counter	(prostitution; has context; long standing)(long standing; desires; not be illegal)(prostitution; has context; forced into it)(forced into it; desires; illegal)	(prostitution; not has context; long standing)(long standing; synonym of; existence for long)(prostitution; has context; forced into it)(forced into it; desires; illegal)(long standing; desires; illegal)(forced into it; synonym of; harmful)
Companies should be allowed to decide workers' pay.	Companies abused wage autonomy until a federal minimum wage was instituted.	counter	(companies; capable of; abused wage autonomy)(abused wage autonomy; causes; federal minimum wage)(federal minimum wage; is a; instituted)(federal minimum wage; not capable of; decide workers' pay)	(companies; capable of; abused wage autonomy)(abused wage autonomy; causes; wages too low)(wages too low; receives action; federal minimum wage)(federal minimum wage; not causes; company wage autonomy)(company wage autonomy; synonym of; decide workers' pay)
People who don't trust doctors have the right to try whatever homeopathic remedies they want.	Some people prefer homeopathic  remedies to conventional medicine.	support	(don't trust doctors; capable of; don't want medicine)(don't want medicine; desires; homeopathic remedies)(some people; desires; homeopathic remedies)(don't want medicine; not desires; conventional medicine)	(some people; desires; homeopathic remedies)(don't trust doctors; receives action; prefer homeopathic remedies)(some people; capable of; prefer homeopathic remedies)(some people; not desires; conventional medicine)	(some people; desires; homeopathic remedies)(natural medicines; used for; don't trust doctors)(doctors; desires; conventional medicine)(homeopathic remedies; has context; natural medicines)(conventional medicine; not has property; homeopathic remedies)
France, German, Italy, and Spain all believe surrogacy is exploitation, and have it prohibited.	For infertile couples, surrogacy gives them a chance to have a child.	counter	(some countries; has context; surrogacy is exploitation)(surrogacy is exploitation; not desires; france, german, italy)(surrogacy; used for; infertile couples)(infertile couples; not desires; surrogacy is exploitation)	(surrogacy; causes; have a child)(surrogacy; used for; infertile couples)(infertile couples; not desires; prohibited)	(surrogacy; causes; have a child)(surrogacy; used for; infertile couples)(infertile couples; not desires; prohibited)
Most economic sanction are not effective.	economic sanction are mostly effective when it is collectively done	counter	(economic sanction; has context; don't work)(don't work; has context; not effective)(economic sanction; capable of; mostly effective)(effective; part of; collectively done)(effective; synonym of; mostly effective)	(economic sanction; capable of; mostly effective)(mostly effective; antonym of; not effective)(collectively done; causes; mostly effective)
Naturopathy does not harm people.	Naturopathy harms people by inaction; sometimes invasive treatments are the best option.	counter	(naturopathy; capable of; beneficial)(beneficial; has context; not harm people)(naturopathy; capable of; inaction)(inaction; has context; harms people)(harms people; antonym of; not harm people)	(ill person; receives action; correct treatment)(correct treatment; not has property; harms people)(naturopathy; capable of; not correct treatment)(not correct treatment; has property; harms people)(harms people; synonym of; harm people)
Television can be hazardous to our kids	Television is a source of information and also has program that educates kids.	counter	(television; causes; negative effects)(can be hazardous; part of; negative effects)(television; capable of; positive effects)(educates; part of; positive effects)	(television; is a; source of information)(source of information; capable of; educates kids)(educates kids; not capable of; hazardous)
IP copyrights should be banned.	Free access to ideas will help propel the development of even newer ideas.	support	(ip copyrights; has context; not necessary)(not necessary; has context; should be banned)(free access; capable of; propel the development)(propel the development; not has property; should be banned)	(ip copyrights; causes; lack of access)(lack of access; has context; ideas)(lack of access; antonym of; free access)(free access; has property; propel the development)(free access; created by; banned ip copyrights)(banned; part of; banned ip copyrights)	(ip copyrights; causes; lack of access)(lack of access; has context; ideas)(lack of access; antonym of; free access)(free access; has property; propel the development)(free access; created by; banned ip copyrights)(banned; part of; banned ip copyrights)
Homeopathic remedies can be bad for your health.	Homeopathic medics don't know how your prescriptions will interact with their treatments.	support	(homeopathic medics; capable of; homeopathic remedies)(homeopathic medics; not capable of; know)(know; has context; prescriptions will interact)(prescriptions will interact; has property; homeopathic remedies)(prescriptions will interact; capable of; bad)(bad; has context; for patients)(for patients; has property; for your health)	(homeopathic medics; not part of; your health)(your health; capable of; prescriptions)(prescriptions; receives action; homeopathic remedies)(homeopathic remedies; capable of; interact)	(homeopathic remedies; has context; no sound evidence)(no sound evidence; causes; unintended impacts)(unintended impacts; has subevent; bad for health)(homeopathic medics; causes; homeopathic remedies)(bad for health; synonym of; bad)(homeopathic remedies; has property; treatments)
Television can be hazardous to our kids	Television scenes shows scenes that are not meant for kids to watch and that should not be allowed.	support	(television; has context; dangerous)(dangerous; has property; hazardous)(television scenes; capable of; not for kids)(not for kids; has context; not be allowed)(television scenes; part of; television)	(television; has property; variety of shows)(variety of shows; capable of; x rated)(x rated; is a; not for kids)(not for kids; has context; not be allowed)(not for kids; has subevent; our kids)	(television; has property; variety of shows)(variety of shows; capable of; x rated)(x rated; is a; not for kids)(not for kids; has context; not be allowed)(not for kids; has subevent; our kids)
Stay at home Dads tends to be lazy	Mother needs to remain carers at home so stay at home Dads should not be subsidized	support	(at home dads; has context; don't work)(don't work; has context; lazy)(at home dads; receives action; not be subsidized)	(at home dads; is a; don't work)(don't work; capable of; lazy)(at home dads; not desires; subsidized)
Anything other than natural pregnancy methods should be prohibited.	God decides who gets pregnant, and any other method should be prohibited as blasphemy.	support	(natural pregnancy methods; made of; man woman sex)(other pregnancy methods; antonym of; natural pregnancy methods)(other pregnancy methods; created by; scientific help)(man woman sex; has property; god designed)(scientific help; is not a; god designed)(god designed; is not a; blasphemy)(god designed; not receives action; prohibited)	(god; capable of; natural pregnancy)(other method; has context; blasphemy)(other method; not part of; god)(other method; desires; prohibited)
Cosmetic surgery for children is safe.	Parental consent does not protect children from associated risks of cosmetic surgery.	counter	(cosmetic surgery; capable of; safe for children)(safe for children; causes; children is safe)(parental consent; not capable of; protect children)(parental consent; not capable of; safe for children)	(surgery; has property; risks)(cosmetic surgery; part of; surgery)(parental consent; not capable of; stop risks)(risks; antonym of; stop risks)(stop risks; is a; safe)(stop risks; is a; protect children)
Racial profiling is not fair to people.	Sometimes racial profiling is necessary.	counter	(racial profiling; has context; prejudice)(prejudice; has context; not fair)(racial profiling; capable of; necessary)(necessary; not part of; not fair)	(racial profiling; has property; policing by race)(policing by race; has context; catch criminals quicker)(policing by race; has property; justifiable discrimination)(justifiable discrimination; is a; fair)(catch criminals quicker; is a; necessary)
Getting rid of capital punishment lets people know that all killing is wrong.	Without the fear of their own death, people will have less of a deterrent not to commit murder.	counter	(rid of capital; causes; killing not okay)(fear; is a; deterrent)(no deterrent; causes; commit murder)(commit murder; desires; deterrent)(rid of capital; not causes; deterrent)(killing not okay; has context; killing is wrong)	(fear; capable of; deterrent)(death; is a; deterrent)(fear; not receives action; killing)(capital punishment; causes; fear)	(fear; capable of; deterrent)(deterrent; capable of; stops murders)(stops murders; is a; benefit society)(capital punishment; causes; fear)(benefit society; not desires; getting rid of)
Safe spaces should be allowed.	Safe spaces would give people false ideas of what the world actually is like.	counter	(safe spaces; capable of; false ideas)(false ideas; has context; world is like)(false ideas; not desires; be allowed)	(safe spaces; causes; false ideas)(false ideas; causes; negative consequences)(negative consequences; not desires; allowed)
IP copyrights should be banned.	The more people can use others' ideas to brainstorm, the quicker we will be able to develop more ideas.	support	(ip copyrights; capable of; negative effects)(negative effects; desires; banned)(use others' ideas; used for; brainstorm)(brainstorm; not desires; banned)	(others' ideas; causes; brainstorm)(brainstorm; causes; more ideas)(ip copyrights; not has subevent; others' ideas)(ip copyrights; capable of; stifle creativity)(stifle creativity; desires; banned)
safe spaces are necessary.	Safe spaces do not prepare people for the real world.	counter	(safe spaces; has context; important)(important; has context; necessary)(safe spaces; has context; not prepare people)(not prepare people; has context; bad)	(safe spaces; is a; optional)(optional; is not a; necessary)(safe spaces; not capable of; prepare people)(prepare people; has context; real world)
Women should be allowed to sell their bodies.	Bodily autonomy does not extend to selling your body for sex, as commerce has other rules.	counter	(women; desires; bodily autonomy)(bodily autonomy; capable of; sell their bodies)(bodily autonomy; has subevent; other rules)(other rules; has context; not sell body)	(sell their bodies; not part of; bodily autonomy)(women; desires; bodily autonomy)(rules; not desires; sell their bodies)	(sell their bodies; not part of; bodily autonomy)(women; desires; bodily autonomy)(rules; not desires; sell their bodies)
Older adult has less strength, so bringing the younger ones increase productivity	Older workers tends to be more intelligent than younger workers	counter	(older workers; capable of; more intelligent)(younger ones; not capable of; more intelligent)(more intelligent; is not a; less strength)(older workers; capable of; increase productivity)	(productivity; created by; efficiency)(efficiency; created by; more intelligent)(more intelligent; part of; more experience)(older workers; capable of; more experience)(older workers; synonym of; older adult)(younger workers; not has property; more experience)	(productivity; created by; efficiency)(efficiency; created by; more intelligent)(more intelligent; part of; more experience)(older workers; capable of; more experience)(older workers; synonym of; older adult)(younger workers; not has property; more experience)
Homeopathy can be dangerous because it is unregulated.	Many homeopathic remedies are marketed as "dietary supplements" which are not subject to FDA regulation.	support	(food and drugs; receives action; fda regulation)(fda regulation; causes; safety)(safety; antonym of; dangerous)(homeopathy; causes; homeopathic remedies)(homeopathic remedies; synonym of; dietary supplements)(dietary supplements; is not a; food and drugs)	(homeopathic remedies; has context; unregulated)(unregulated; capable of; negative effects)(negative effects; has context; dangerous)(unregulated; not part of; fda)
Naturopathic methods are always a good idea because they'll work even just as a placebo.	Natural things aren't always good for you and should be regulated.	counter	(naturopathic methods; synonym of; natural things)(naturopathic methods; desires; be regulated)(natural things; is not a; good idea)(natural things; capable of; placebo)	(naturopathic methods; has property; natural things)(not always good; antonym of; always good)(natural things; has context; not always good)(not always good; capable of; harm)(harm; not created by; regulation)(not always good; not made of; a good idea)	(natural things; has property; aren't always good)(aren't always good; has context; should be regulated)(naturopathic methods; made of; natural things)(should be regulated; is a; good idea)
People should not have a right to own guns.	People should have a right to defend themselves and their property with reasonable defenses.	counter	(people; receives action; have a right)(have a right; used for; defend themselves)(have a right; used for; defend their property)(defend themselves; has context; with reasonable defenses)(defend their property; has context; with reasonable defenses)(have a right; has context; possess guns)(possess guns; synonym of; with reasonable defenses)	(people; desires; defend themselves)(defend themselves; part of; own guns)(own guns; capable of; reasonable defenses)
Capital punishment is always brutal.	Capital punishment can cause miscarriage of law and order.	support	(execution; created by; violent methods)(violent methods; has property; brutal)(capital punishment; synonym of; execution)(killing innocent person; part of; miscarriage of law)(execution; capable of; killing innocent person)	(capital punishment; capable of; miscarriage of law)(miscarriage of law; is a; brutal)(brutal; capable of; miscarriage of order)
It is important to explore space, so that we can learn more about our own world.	Earth is its own entity, and not the same as other things in the universe.	counter	(earth; is a; its own entity)(universe; part of; space)(universe; has context; our own world)(universe; desires; explore)(explore; capable of; provide information)(provide information; synonym of; learn more)(earth; part of; universe)(earth; part of; space)	(earth; is a; its own entity)(universe; synonym of; space)(provide information; not has context; our own world)(universe; not desires; explore)(explore; not capable of; provide information)(provide information; synonym of; learn more)(earth; part of; universe)(earth; part of; space)
Economic sanction affects the citizens more than the governments	economic sanction causes a major issue for the government.	counter	(economic sanction; capable of; hurting individuals)(hurting individuals; causes; affects the citizens)(economic sanction; capable of; hurts the government)(hurts the government; capable of; major issue)	(economic sanction; causes; major issue)(major issue; not capable of; affects the citizens)(major issue; capable of; hurts)(hurts; has context; society)(society; synonym of; government)
legalizing Sex selection reduces over population	Sex selection makes gender unequal as a particular sex will be more than the other	counter	(sex selection; causes; choose baby's sex)(choose baby's sex; capable of; makes gender unequal)(makes gender unequal; created by; a particular sex)(a particular sex; receives action; dominates the other)(dominates the other; causes; legalizing sex selection)(legalizing sex selection; capable of; increases dominant sex)(increases dominant sex; not capable of; reduces over population)	(sex selection; causes; gender unequal)(particular sex; not used for; reduces over population)(sex selection; causes; particular sex)	(sex selection; causes; gender unequal)(particular sex; not used for; reduces over population)(sex selection; causes; particular sex)
stay at home Dad allows for gender equality at work	Most men are much more productive at work, so women should stay at home when men go to work	counter	(at home dad; capable of; dad caregiver)(dad caregiver; has context; gender equality)(men; has context; more productive)(more productive; not has context; gender equality)	(men; capable of; productive at work)(productive at work; not used for; at home)(men; has context; dad)	(most men; capable of; productive at work)(productive at work; not has subevent; stay at home)(stay at home; used for; women)(women; not used for; work)
A multi-party system is good.	More parties means less chance we'd all agree on something.	counter	(multi-party system; capable of; many opinions)(many opinions; has context; good)(more parties; not causes; agree on something)(many opinions; not causes; agree on something)	(multi-party system; has context; more parties)(more parties; not capable of; agree)(agree; has context; less chance)(less chance; not capable of; good)(more parties; part of; system)
People should be allowed to meet their base needs.	People's "needs" can be subjective and some needs can be considered less important than others.	counter	(people; desires; needs met)(base needs; part of; needs met)(needs; has context; subjective)(base needs; capable of; subjective)	(base needs; has context; subjective)(subjective; has context; different types needs)(different types needs; capable of; less important)(people; made of; basic needs)(basic needs; has context; base needs)	(base needs; has context; subjective)(subjective; has context; different types needs)(different types needs; capable of; less important)(people; made of; basic needs)(basic needs; has context; base needs)
The right to bear arms helps people defend themselves.	It will make it much harder for criminals to have arms, if the right to bear arms was abolished.	counter	(bear arms; receives action; abolished)(abolished; causes; less guns available)(less guns available; causes; harder for criminals)(right; has subevent; bear arms)(harder for criminals; has context; to get guns)(harder for criminals; is a; good)
Prostitution should not be a criminal offense.	Organized crime is involved in prostitution, and therefore it is a criminal offense.	counter	(organized crime; part of; prostitution)(organized crime; is a; criminal offense)(criminal offense; capable of; prosecution)	(prostitution; capable of; organized crime involved)(organized crime involved; has context; criminal offense)(criminal offense; capable of; prosecution)
It's impossible to abolish capital punishment.	Capital punishment is mostly used by dictatorial countries and monarchies so it wouldn't do any good to abolish it.	support	(capital punishment; synonym of; death penalty)(death penalty; is a; impossible to abolish)(capital punishment; used for; dictatorial countries)
Some actions may abolish the black market.	Black markets will always exist, regardless of what types of bans are put in place.	counter	(black markets; capable of; always exist)(always exist; has context; bans)(bans; synonym of; abolish)(some actions; not capable of; bans)	(black market; capable of; always exist)(always exist; antonym of; bans)(bans; synonym of; abolish)(some actions; not capable of; bans)
Being a virgin is a choice	Virginity is meant to be kept till you get married.	counter	(virginity; is a; sacred)(you get married; used for; respect partner)(respect partner; is not a; a choice)(being a virgin; synonym of; virginity)(sacred; desires; meant to be)(meant to be; receives action; kept till)(kept till; has subevent; you get married)	(virginity; is a; sacred)(being a virgin; synonym of; virginity)(sacred; is not a; choice)(sacred; has property; married)
A system that fires competent employees due to age is cruel.	Firing someone based on their age is the only way to refresh the workforce.	counter	(fire for age; has context; cruel)(competent employees; not desires; fire for age)(fire for age; capable of; refresh the workforce)(fire for age; capable of; only way)	(refresh the workforce; is not a; cruel)(competent employees; capable of; fire for age)(fire for age; capable of; refresh the workforce)(fire for age; capable of; only way)
Having right to hold weapon is dangerous	Everyone should own a weapon so as to protect themselves in case of emergency.	counter	(everyone; desires; own a weapon)(own a weapon; capable of; protect themselves)(protect themselves; has subevent; emergency)(emergency; is a; safe)(having right; has context; own a weapon)(own a weapon; is a; safe)(safe; antonym of; dangerous)	(everyone; desires; own a weapon)(own a weapon; capable of; protect themselves)(protect themselves; is not a; dangerous)(having; has context; own a weapon)(own a weapon; synonym of; hold a weapon)
We should not ban surrogate mothers.	There are thousands of children in the foster system; surrogate mothers prevent people taking this option.	counter	(surrogate mothers; capable of; positive effects)(positive effects; has context; should not ban)(foster system; used for; thousands of children)(surrogate mothers; not causes; use this option)(thousands of children; desires; use this option)	(surrogate mothers; has subevent; prevent adoption)(prevent adoption; causes; foster system)(children; part of; foster system)(foster system; desires; end surrogacy)(end surrogacy; receives action; ban)
Retirement should not be mandatory.	Mandatory retirement helps new generations have an opportunity to succeed.	counter	(retirement; is a; personal decision)(personal decision; has context; not be mandatory)(mandatory retirement; has subevent; helps new generations)(mandatory retirement; used for; retirement)	(mandatory retirement; used for; new generations)(new generations; desires; succeed)(retirement; causes; open jobs)(new generations; desires; open jobs)(new generations; desires; mandatory)
Economic sanction helps suppress power of current regime.	Economic sanction should be used on countries that oppress the small countries	support	(economic sanction; capable of; minimize power)(minimize power; part of; suppress power)(economic sanction; used for; countries that oppress)	(economic sanction; capable of; minimize power)(minimize power; synonym of; suppress power)(economic sanction; used for; countries that oppress)(minimize power; has property; current regime)
